id,name,class,governorate,area,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4,lat,lon
2226,Hope Pharmacy - Dokki,,Giza,Faisal,9,23,3,2025-08-24,1,2584,29.993984,31.158676
2227,Union Pharm - Faisal,,Giza,Faisal,9,23,3,2025-08-04,0,5090,30.011225,31.176214
2228,Sunrise Pharmacy,,Giza,Faisal,8,23,3,2025-09-01,0,2805,30.00501,31.152341
2229,Family Pharmacy - Oct City,,Giza,Faisal,9,23,3,2025-07-30,0,3322,30.008752,31.185282
2230,Star Care Pharmacy,,Giza,Faisal,9,23,3,2024-11-21,0,7201,30.002489,31.168917
2231,Metro Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-10-17,0,1620,30.005135,31.163611
2232,Angel Pharmacy - Maadi,,Giza,Faisal,8,1,3,2025-08-24,0,8375,29.996966,31.174521
2233,Mira Pharmacy - Agami,,Giza,Faisal,9,2,3,2024-10-26,0,9947,30.007853,31.156829
2234,Family Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-11-20,0,2171,29.99905,31.180461
2235,Misr Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-01-26,0,4488,30.010526,31.159288
2236,El Nasr Pharmacy,,Giza,Faisal,8,23,3,2025-04-16,0,8347,29.996703,31.168928
2237,Hope Pharmacy,,Giza,Faisal,10,2,3,2025-01-31,0,1621,30.014236,31.151122
2238,Hope Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-04-27,0,7859,30.002826,31.187055
2239,Mira Pharmacy,,Giza,Faisal,9,23,3,2025-04-27,0,5119,29.998621,31.158955
2240,Alpha Pharma - Montaza,,Giza,Faisal,9,23,3,2024-10-08,2,2884,30.01099,31.16698
2241,Seha First Pharmacy - Rehab View,,Giza,Faisal,9,23,3,2025-05-01,0,5364,30.000741,31.157191
2242,Seha First Pharmacy - Banha,,Giza,Faisal,9,23,3,2025-06-24,0,7072,30.009151,31.181514
2243,Golden Care Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-08-28,0,4171,30.016926,31.159139
2244,Seha First Pharmacy - Dokki,,Giza,Faisal,8,23,3,2024-12-17,0,4221,29.997898,31.17347
2245,Ebn Sina Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-04,0,6616,30.01094,31.169648
2246,El Shifa Pharmacy,,Giza,Faisal,9,23,3,2025-06-11,1,6072,29.994587,31.156974
2247,Al Nozha Pharmacy,,Giza,Faisal,8,23,3,2024-11-26,0,9954,30.011254,31.174435
2248,Pharma Plus - Rehab View,,Giza,Faisal,9,23,3,2025-01-26,0,6428,30.003278,31.152364
2249,Union Pharm - Obour,,Giza,Faisal,9,23,3,2025-05-07,0,1540,30.009024,31.186107
2250,Elite Pharmacy,,Giza,Faisal,9,2,3,2024-12-18,0,7020,30.00524,31.171169
2251,Ebn Sina Pharmacy,,Giza,Faisal,9,1,3,2025-07-22,1,6179,30.006885,31.165008
2252,El Nasr Pharmacy - Maadi,,Giza,Faisal,9,1,3,2025-07-20,0,6025,29.997819,31.176524
2253,El Tourath Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-08-10,0,2372,30.009088,31.155907
2254,Hope Pharmacy,,Giza,Faisal,10,23,3,2025-03-02,0,2159,29.999872,31.182162
2255,Dr Medhat Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-10-31,0,1358,30.010519,31.160098
2256,El Baraka Pharmacy - Dokki,,Giza,Faisal,9,23,3,2025-04-04,0,4588,29.995836,31.171188
2257,Green Leaf Pharmacy,,Giza,Faisal,9,1,3,2025-03-03,0,4345,30.01472,31.151102
2258,City Care Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-02,0,8784,30.003911,31.186797
2259,Blue Wave Pharmacy - Smouha,,Giza,Faisal,8,23,3,2024-11-06,0,2309,29.995537,31.159542
2260,El Baraka Pharmacy - Helwan,,Giza,Faisal,9,23,3,2025-08-11,1,7557,30.011735,31.167122
2261,Alpha Pharma,,Giza,Faisal,9,23,3,2025-05-19,0,1176,30.002829,31.156468
2262,El Tourath Pharmacy,,Giza,Faisal,8,23,3,2025-03-18,0,7124,30.006682,31.179359
2263,Life Line Pharmacy,,Giza,Faisal,10,23,3,2025-04-30,0,9020,30.017458,31.160436
2264,Al Nozha Pharmacy,,Giza,Faisal,10,23,3,2024-10-09,0,8486,30.001788,31.172784
2265,Hope Pharmacy - Montaza,,Giza,Faisal,9,23,3,2025-02-19,0,1782,30.007627,31.168798
2266,El Hokama Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-10-30,0,8408,29.994889,31.15623
2267,El Nasr Pharmacy,,Giza,Faisal,9,1,3,2025-08-26,0,8659,30.014495,31.174594
2268,Alpha Pharma - Faisal,,Giza,Faisal,9,1,3,2025-04-23,0,5280,30.004089,31.154612
2269,Health Gate Pharmacy,,Giza,Faisal,9,23,3,2025-03-21,0,3410,30.010312,31.182766
2270,Nile Care Pharmacy,,Giza,Faisal,10,23,3,2025-04-21,0,8658,30.002833,31.172068
2271,Nile Care Pharmacy,,Giza,Faisal,9,23,3,2025-01-28,0,6484,30.004301,31.16294
2272,Angel Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-08-17,0,2159,29.998249,31.174683
2273,Dr Medhat Pharmacy - Imbaba,,Giza,Faisal,10,23,3,2024-10-28,0,5136,30.011164,31.157875
2274,Misr Pharmacy - Square,,Giza,Faisal,9,23,3,2025-04-18,0,1392,29.999054,31.179797
2275,Angel Pharmacy - Nozha,,Giza,Faisal,9,1,3,2025-08-18,1,6771,30.009245,31.16212
2276,Green Leaf Pharmacy - Faisal,,Giza,Faisal,9,2,3,2025-03-23,0,2026,29.995762,31.167549
2277,Hope Pharmacy,,Giza,Faisal,8,23,3,2025-09-13,0,3952,30.014291,31.151835
2278,Family Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-03-01,0,3071,30.00484,31.186677
2279,Pharma Plus,,Giza,Faisal,9,1,3,2024-11-13,1,1698,29.999959,31.162254
2280,Elite Pharmacy - Haram,,Giza,Faisal,9,23,3,2024-11-15,0,9609,30.01162,31.165926
2281,Angel Pharmacy - Obour,,Giza,Faisal,10,23,3,2024-11-02,0,7447,30.001239,31.156887
2282,Dr Medhat Pharmacy - Montaza,,Giza,Faisal,9,23,3,2025-04-13,0,9718,30.008582,31.181045
2283,Union Pharm - Faisal,,Giza,Faisal,8,23,3,2024-12-16,0,4420,30.016851,31.160321
2284,El Hokama Pharmacy,,Giza,Faisal,9,23,3,2024-11-22,0,2643,29.999182,31.175349
2285,El Nasr Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-04-30,0,6167,30.008605,31.170721
2286,Green Leaf Pharmacy - Square,,Giza,Faisal,9,2,3,2025-06-14,0,2841,29.992728,31.159132
2287,El Zahraa Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-06-22,0,3204,30.012609,31.175622
2288,Family Pharmacy - Shubra,,Giza,Faisal,9,23,3,2025-05-05,0,1692,30.004865,31.152562
2289,Sunrise Pharmacy,,Giza,Faisal,10,1,3,2025-07-23,0,2648,30.007448,31.182727
2290,El Hokama Pharmacy - Faisal,,Giza,Faisal,10,1,3,2025-06-11,0,1285,30.00213,31.170375
2291,El Hokama Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-01-08,0,6383,30.005949,31.164934
2292,Golden Care Pharmacy - Faisal,,Giza,Faisal,8,23,3,2024-10-24,0,6051,29.999455,31.175033
2293,Silver Care Pharmacy - Montaza,,Giza,Faisal,8,23,3,2024-09-30,0,9410,30.011375,31.158565
2294,Al Amal Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-08-23,2,8484,30.000665,31.183749
2295,Hope Pharmacy - Faisal,,Giza,Faisal,8,2,3,2024-10-28,0,4237,30.009879,31.159992
2296,El Nasr Pharmacy,,Giza,Faisal,8,23,3,2025-08-13,0,5590,29.995883,31.168285
2297,Mira Pharmacy - Banha,,Giza,Faisal,10,23,3,2025-02-09,0,4692,30.017462,31.152855
2298,Family Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-21,0,9577,30.002667,31.188355
2299,Golden Care Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-02-18,0,3265,29.996524,31.16189
2300,Al Nozha Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-11-30,0,2270,30.013168,31.16306
2301,Sunrise Pharmacy,,Giza,Faisal,9,23,3,2024-09-01,0,1809,30.00236,31.156407
2302,Elite Pharmacy - Shubra,,Giza,Faisal,8,1,3,2025-01-31,0,8861,30.009841,31.178159
2303,Hope Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-11-16,0,2687,30.018132,31.15724
2304,Silver Care Pharmacy,,Giza,Faisal,8,23,3,2025-08-18,0,1117,30.00022,31.17191
2305,Mira Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-08-25,0,6431,30.00985,31.169066
2306,El Zahraa Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-24,0,1584,29.993163,31.157087
2307,Angel Pharmacy - Nozha,,Giza,Faisal,9,23,3,2025-07-16,1,2460,30.012162,31.175123
2308,Care 24 Seven - Faisal,,Giza,Faisal,10,1,3,2025-07-27,0,2608,30.002171,31.153058
2309,Green Leaf Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-04-20,0,8136,30.009995,31.18255
2310,Union Pharm,,Giza,Faisal,9,23,3,2025-04-24,0,9121,30.002532,31.170386
2311,Dr Medhat Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-04-28,0,5278,30.004508,31.163755
2312,Elite Pharmacy,,Giza,Faisal,9,23,3,2025-08-03,0,1168,29.998752,31.175237
2313,Seha First Pharmacy,,Giza,Faisal,8,23,3,2025-07-13,0,8400,30.012053,31.158316
2314,Union Pharm,,Giza,Faisal,10,2,3,2025-07-08,0,7052,30.00126,31.181468
2315,El Baraka Pharmacy,,Giza,Faisal,8,23,3,2025-07-31,0,2188,30.009755,31.163589
2316,Sunrise Pharmacy,,Giza,Faisal,9,23,3,2025-06-09,0,5823,29.996934,31.169804
2317,Omega Pharmacy - Obour,,Giza,Faisal,9,1,3,2025-02-20,0,9631,30.014286,31.151937
2318,Star Care Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-01-25,0,1985,30.003403,31.186664
2319,Seha First Pharmacy - Smouha,,Giza,Faisal,10,23,3,2025-07-05,0,9660,29.996465,31.161694
2320,El Shifa Pharmacy,,Giza,Faisal,9,1,3,2025-05-06,0,7363,30.01344,31.167451
2321,Salamtek Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-07-24,0,2867,30.001135,31.156046
2322,El Faraby Pharmacy,,Giza,Faisal,10,23,3,2025-01-29,0,6448,30.007033,31.180501
2323,Ebn Sina Pharmacy,,Giza,Faisal,10,1,3,2025-07-31,1,2685,30.019073,31.160295
2324,El Tourath Pharmacy - Zayed,,Giza,Faisal,9,23,3,2024-10-08,0,3241,29.999515,31.17367
2325,Hope Pharmacy - Montaza,,Giza,Faisal,10,23,3,2025-03-06,0,5964,30.010135,31.171557
2326,El Nasr Pharmacy,,Giza,Faisal,9,1,3,2024-09-12,0,9228,29.995884,31.156213
2327,Alpha Pharma,,Giza,Faisal,9,1,3,2025-01-24,0,2742,30.014744,31.174709
2328,Angel Pharmacy - Haram,,Giza,Faisal,9,1,3,2025-02-10,2,5122,30.003746,31.152681
2329,Metro Pharmacy - Nozha,,Giza,Faisal,8,23,3,2025-07-20,0,3333,30.010515,31.186058
2330,El Shifa Pharmacy - Montaza,,Giza,Faisal,10,1,3,2024-10-25,0,6851,30.004613,31.168188
2331,Union Pharm,,Giza,Faisal,9,23,3,2025-04-09,0,8707,30.007225,31.165537
2332,City Care Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-07-03,0,6893,30.000456,31.177163
2333,Ebn Sina Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-05-30,0,9460,30.013292,31.155918
2334,Green Leaf Pharmacy,,Giza,Faisal,8,23,3,2025-09-15,1,9700,29.997637,31.181255
2335,Nile Care Pharmacy - Helwan,,Giza,Faisal,8,1,3,2024-12-23,0,1720,30.010324,31.161709
2336,Metro Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-01-13,0,1715,29.996087,31.169642
2337,Life Line Pharmacy - Helwan,,Giza,Faisal,9,2,3,2024-12-24,0,5633,30.013699,31.15084
2338,Health Gate Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-05-25,0,9177,30.00418,31.187477
2339,Union Pharm,,Giza,Faisal,9,23,3,2025-05-05,0,5510,29.998737,31.162246
2340,El Tourath Pharmacy - Oct City,,Giza,Mohandessin,8,23,4,2024-09-13,0,7739,30.059343,31.198519
2341,El Shifa Pharmacy - Obour,,Giza,Mohandessin,9,23,4,2025-08-02,0,7395,30.061418,31.19382
2342,Green Leaf Pharmacy - Mohandessin,,Giza,Mohandessin,10,1,4,2025-01-10,0,6804,30.053929,31.198903
2343,Seha First Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2025-07-08,0,1457,30.06031,31.19845
2344,Golden Care Pharmacy - Marg,,Giza,Mohandessin,8,23,4,2025-03-10,0,3957,30.055806,31.203537
2345,Ebn Sina Pharmacy,,Giza,Mohandessin,8,23,4,2025-07-12,0,3906,30.062159,31.196236
2346,Golden Care Pharmacy,,Giza,Mohandessin,10,23,4,2025-09-11,0,5403,30.051874,31.198586
2347,City Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-12-16,0,4126,30.059228,31.20412
2348,Mira Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-07-23,0,1815,30.05591,31.192649
2349,Silver Care Pharmacy - Haram,,Giza,Mohandessin,10,23,4,2024-11-03,1,9580,30.062481,31.2008
2350,Alpha Pharma,,Giza,Mohandessin,9,23,4,2025-05-19,0,6900,30.058078,31.189782
2351,Alpha Pharma,,Giza,Mohandessin,9,23,4,2025-06-12,0,6405,30.051011,31.201361
2352,Angel Pharmacy - Mohandessin,,Giza,Mohandessin,8,1,4,2025-04-10,0,8133,30.064857,31.196891
2353,Green Leaf Pharmacy - Agami,,Giza,Mohandessin,8,23,4,2025-06-07,0,3080,30.053199,31.192457
2354,Family Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2024-11-30,0,9154,30.059526,31.207275
2355,Union Pharm - Mohandessin,,Giza,Mohandessin,10,2,4,2025-02-26,2,6369,30.055315,31.194612
2356,Star Care Pharmacy - Helwan,,Giza,Mohandessin,9,23,4,2024-11-15,0,2537,30.052195,31.199921
2357,Hope Pharmacy - Maadi,,Giza,Mohandessin,10,23,4,2025-05-11,0,1530,30.063489,31.193052
2358,Elite Pharmacy,,Giza,Mohandessin,8,23,4,2025-01-24,0,6831,30.059803,31.190738
2359,Life Line Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-11-27,0,4443,30.054002,31.20494
2360,Life Line Pharmacy - Faisal,,Giza,Mohandessin,9,1,4,2025-09-15,1,7826,30.057482,31.195119
2361,Misr Pharmacy - Smouha,,Giza,Mohandessin,9,1,4,2025-02-11,1,7110,30.060654,31.193388
2362,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2025-07-02,1,8372,30.054397,31.203085
2363,Health Gate Pharmacy,,Giza,Mohandessin,8,23,4,2025-07-07,0,1617,30.060632,31.200337
2364,Al Nozha Pharmacy - Imbaba,,Giza,Mohandessin,8,23,4,2025-06-19,0,5440,30.057447,31.200525
2365,Misr Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-12-19,0,7066,30.06307,31.195487
2366,Pharma Plus,,Giza,Mohandessin,9,23,4,2025-02-23,0,8638,30.053155,31.197545
2367,Al Amal Pharmacy,,Giza,Mohandessin,9,23,4,2025-06-09,0,2089,30.057074,31.2038
2368,Seha First Pharmacy - Dokki,,Giza,Mohandessin,9,23,4,2024-09-16,0,7757,30.057358,31.191045
2369,Seha First Pharmacy - Maadi,,Giza,Mohandessin,10,23,4,2025-07-30,0,7311,30.063928,31.200931
2370,Al Nozha Pharmacy,,Giza,Mohandessin,9,23,4,2024-09-27,0,2696,30.056519,31.188315
2371,Pharma Plus,,Giza,Mohandessin,9,23,4,2024-10-03,0,8490,30.050407,31.204023
2372,Better Life Pharmacy - Imbaba,,Giza,Mohandessin,9,1,4,2024-11-17,0,1828,30.064969,31.200343
2373,Misr Pharmacy,,Giza,Mohandessin,9,23,4,2025-02-13,0,4620,30.054735,31.193652
2374,El Baraka Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-31,0,8636,30.060037,31.205966
2375,Metro Pharmacy,,Giza,Mohandessin,10,23,4,2024-11-06,0,2548,30.056076,31.195493
2376,El Shifa Pharmacy - Montaza,,Giza,Mohandessin,9,23,4,2024-09-08,0,3993,30.051087,31.198464
2377,Omega Pharmacy - Nozha,,Giza,Mohandessin,8,2,4,2024-12-08,0,1432,30.0647,31.194373
2378,Angel Pharmacy - Helwan,,Giza,Mohandessin,9,1,4,2025-01-09,0,6640,30.058162,31.192807
2379,El Tourath Pharmacy - Imbaba,,Giza,Mohandessin,9,1,4,2025-07-16,0,4442,30.055493,31.205084
2380,Better Life Pharmacy - Banha,,Giza,Mohandessin,9,1,4,2024-09-27,0,1035,30.057343,31.194086
2381,Omega Pharmacy - Rehab View,,Giza,Mohandessin,9,1,4,2024-10-03,0,6418,30.060868,31.194298
2382,Hope Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-04-05,0,6326,30.055002,31.199165
2383,Green Leaf Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-09-09,0,9408,30.059066,31.197767
2384,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-12-30,0,6498,30.055143,31.200159
2385,City Care Pharmacy - Banha,,Giza,Mohandessin,8,23,4,2025-03-06,0,7915,30.061547,31.194402
2386,Silver Care Pharmacy,,Giza,Mohandessin,9,1,4,2025-01-03,0,2174,30.052596,31.19619
2387,Union Pharm - Dokki,,Giza,Mohandessin,9,1,4,2025-06-03,0,5792,30.059382,31.203667
2388,Care 24 Seven - Mohandessin,,Giza,Mohandessin,10,2,4,2024-10-27,0,2079,30.054687,31.19249
2389,Al Nozha Pharmacy,,Giza,Mohandessin,9,23,4,2025-03-03,0,3530,30.062298,31.200923
2390,Angel Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2025-05-08,0,1136,30.05714,31.187925
2391,El Tourath Pharmacy,,Giza,Mohandessin,9,23,4,2024-09-20,0,5170,30.051551,31.200836
2392,Star Care Pharmacy - Rehab View,,Giza,Mohandessin,10,23,4,2025-01-28,0,3830,30.064448,31.198643
2393,Salamtek Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-06-20,0,6781,30.053965,31.193969
2394,Elite Pharmacy,,Giza,Mohandessin,9,23,4,2024-11-20,0,3227,30.059404,31.206221
2395,Better Life Pharmacy - Helwan,,Giza,Mohandessin,9,23,4,2025-02-22,0,2484,30.05398,31.19613
2396,Better Life Pharmacy,,Giza,Mohandessin,9,23,4,2025-02-20,0,1379,30.052403,31.200884
2397,Al Nozha Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2024-09-06,0,3533,30.063638,31.195035
2398,Ebn Sina Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2024-10-17,0,9584,30.057412,31.190474
2399,Pharma Plus,,Giza,Mohandessin,8,1,4,2025-01-18,1,8053,30.053695,31.205001
2400,Al Amal Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2024-11-30,0,5807,30.057714,31.198166
2401,Ebn Sina Pharmacy,,Giza,Mohandessin,9,23,4,2025-08-22,0,1571,30.062884,31.193848
2402,Health Gate Pharmacy - Smouha,,Giza,Mohandessin,8,23,4,2025-07-10,1,7783,30.053156,31.200696
2403,Care 24 Seven,,Giza,Mohandessin,9,23,4,2025-08-04,0,9608,30.059521,31.200171
2404,Care 24 Seven - Mohandessin,,Giza,Mohandessin,8,1,4,2025-02-17,0,7772,30.059209,31.201129
2405,Salamtek Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-01-16,1,9481,30.061276,31.19576
2406,El Tourath Pharmacy - Faisal,,Giza,Mohandessin,10,2,4,2025-05-11,0,7181,30.051277,31.197841
2407,Elite Pharmacy - Helwan,,Giza,Mohandessin,9,1,4,2025-09-07,0,8180,30.060241,31.203284
2408,Golden Care Pharmacy - Mohandessin,,Giza,Mohandessin,8,1,4,2025-06-20,0,6902,30.056795,31.193222
2409,Union Pharm,,Giza,Mohandessin,9,23,4,2025-06-06,0,7708,30.062867,31.201971
2410,El Tourath Pharmacy - Mohandessin,,Giza,Mohandessin,10,1,4,2025-03-13,0,7918,30.05611,31.191031
2411,El Faraby Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2024-09-06,0,8023,30.052402,31.203026
2412,Metro Pharmacy - Faisal,,Giza,Mohandessin,9,23,4,2025-02-16,0,6628,30.064693,31.200297
2413,Elite Pharmacy,,Giza,Mohandessin,8,23,4,2025-03-14,0,9469,30.05344,31.194934
2414,Nile Care Pharmacy,,Giza,Mohandessin,10,23,4,2025-08-03,0,9826,30.060802,31.205806
2415,El Tourath Pharmacy,,Giza,Mohandessin,9,23,4,2025-08-07,0,9747,30.055029,31.194125
2416,Life Line Pharmacy,,Giza,Mohandessin,10,23,4,2024-10-18,0,7323,30.050988,31.20214
2417,Mira Pharmacy - Banha,,Giza,Mohandessin,9,2,4,2024-10-01,2,1774,30.065428,31.193323
2418,Alpha Pharma,,Giza,Mohandessin,9,1,4,2024-12-15,0,3257,30.058585,31.191064
2419,El Nasr Pharmacy,,Giza,Mohandessin,10,23,4,2024-11-11,0,2195,30.051761,31.205346
2420,Elite Pharmacy,,Giza,Mohandessin,9,23,4,2025-07-02,0,5912,30.058154,31.197525
2421,El Baraka Pharmacy - Haram,,Giza,Mohandessin,9,23,4,2025-04-04,2,4350,30.062294,31.19252
2422,Better Life Pharmacy,,Giza,Mohandessin,9,2,4,2025-09-15,0,6118,30.053283,31.197855
2423,Silver Care Pharmacy - Haram,,Giza,Mohandessin,9,23,4,2025-06-18,2,7767,30.060586,31.198353
2424,Al Nozha Pharmacy,,Giza,Mohandessin,8,23,4,2024-09-13,0,5074,30.055879,31.202344
2425,Silver Care Pharmacy,,Giza,Mohandessin,9,2,4,2025-02-16,0,8425,30.064692,31.194338
2426,Green Leaf Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2025-04-11,0,9323,30.053225,31.198095
2427,Misr Pharmacy - Banha,,Giza,Mohandessin,10,23,4,2025-07-06,0,3011,30.057843,31.204613
2428,Angel Pharmacy,,Giza,Mohandessin,10,23,4,2024-12-30,0,1610,30.057496,31.190247
2429,Green Leaf Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-09-15,0,4464,30.06306,31.201373
2430,Health Gate Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-05-23,0,7316,30.056362,31.186598
2431,Elite Pharmacy - Obour,,Giza,Mohandessin,8,23,4,2025-09-11,0,8111,30.049166,31.202425
2432,Angel Pharmacy - Montaza,,Giza,Mohandessin,10,1,4,2025-03-17,0,4596,30.064744,31.198441
2433,Union Pharm - Maadi,,Giza,Mohandessin,8,23,4,2025-06-04,0,1415,30.055316,31.194637
2434,Metro Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2024-09-03,0,3840,30.059397,31.207905
2435,Sunrise Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-25,0,3074,30.05669,31.194567
2436,Elite Pharmacy - Mohandessin,,Giza,Mohandessin,8,2,4,2025-08-02,2,5242,30.052415,31.199386
2437,Life Line Pharmacy,,Giza,Mohandessin,8,23,4,2025-08-10,0,3991,30.064913,31.193867
2438,Alpha Pharma,,Giza,Mohandessin,9,23,4,2025-06-24,0,8662,30.058105,31.191863
2439,Mira Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2025-03-10,0,4321,30.052825,31.202753
2440,Better Life Pharmacy,,Giza,Mohandessin,9,23,4,2025-06-21,0,3223,30.055863,31.196699
2441,Alpha Pharma - Mohandessin,,Giza,Mohandessin,9,1,4,2025-09-02,0,7078,30.059871,31.195054
2442,El Hokama Pharmacy,,Giza,Mohandessin,9,1,4,2025-02-05,0,3021,30.055051,31.199946
2443,Hope Pharmacy,,Giza,Mohandessin,8,23,4,2025-03-25,0,7948,30.060486,31.199937
2444,City Care Pharmacy,,Giza,Mohandessin,9,23,4,2025-06-16,0,5450,30.057207,31.202586
2445,Misr Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-18,1,8038,30.064036,31.193817
2446,Seha First Pharmacy,,Giza,Mohandessin,9,23,4,2025-09-13,0,9453,30.04984,31.197308
2447,Alpha Pharma,,Giza,Mohandessin,10,23,4,2024-09-15,0,5354,30.060838,31.204838
2448,El Nasr Pharmacy,,Giza,Mohandessin,9,23,4,2024-10-21,0,1026,30.056312,31.190825
2449,Nile Care Pharmacy,,Giza,Mohandessin,8,1,4,2025-03-08,0,2686,30.062593,31.201365
2450,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2024-09-19,0,3550,30.057664,31.189459
2451,Star Care Pharmacy,,Giza,Mohandessin,8,23,4,2025-01-23,0,8022,30.051742,31.201103
2452,Star Care Pharmacy - Smouha,,Giza,Mohandessin,10,23,4,2024-10-04,0,8017,30.06404,31.200105
2453,Star Care Pharmacy - Oct City,,Giza,Mohandessin,9,1,4,2025-08-31,0,5800,30.053385,31.194368
2454,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-09-22,1,9871,30.060466,31.208532
2455,Green Leaf Pharmacy,,Giza,Mohandessin,10,23,4,2024-11-09,0,9018,30.056146,31.194074
2456,El Faraby Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2025-08-01,0,5899,30.052732,31.199573
2457,Metro Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-07-27,0,7149,30.065192,31.195546
2458,Nile Care Pharmacy - Maadi,,Giza,Mohandessin,10,23,4,2025-07-01,0,2178,30.058881,31.191197
2459,Family Pharmacy - Mohandessin,,Giza,Mohandessin,8,1,4,2024-10-29,0,1117,30.050292,31.206922
2460,Better Life Pharmacy - Mohandessin,,Giza,Mohandessin,10,2,4,2025-03-08,0,8678,30.059983,31.197617
2461,Silver Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-06-05,0,7896,30.061862,31.192428
2462,Dr Medhat Pharmacy,,Giza,Mohandessin,9,23,4,2024-09-16,0,6557,30.058023,31.200788
2463,Al Amal Pharmacy,,Giza,Mohandessin,9,23,4,2025-01-10,0,2120,30.059805,31.200137
2464,Metro Pharmacy - Faisal,,Giza,Mohandessin,9,23,4,2025-05-24,0,3922,30.057945,31.200294
2465,Sunrise Pharmacy - Obour,,Giza,Mohandessin,9,1,4,2024-12-07,0,8579,30.06447,31.196796
2466,Sunrise Pharmacy - Haram,,Giza,Mohandessin,10,23,4,2025-02-06,0,9772,30.051329,31.19809
2467,Union Pharm,,Giza,Mohandessin,9,23,4,2025-05-20,0,6783,30.059852,31.203026
2468,Ebn Sina Pharmacy - Haram,,Giza,Mohandessin,9,23,4,2024-12-14,0,5109,30.056051,31.193459
2469,Ebn Sina Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2024-09-04,0,6509,30.061725,31.199876
2470,Alpha Pharma,,Giza,Mohandessin,9,23,4,2025-09-09,2,7487,30.057804,31.187555
2471,El Nasr Pharmacy,,Giza,Mohandessin,9,23,4,2025-03-18,0,5669,30.051949,31.202843
2472,Family Pharmacy - Oct City,,Giza,Mohandessin,9,23,4,2024-10-31,0,8236,30.064828,31.201462
