invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
311835,PY/Care 24 Seven 6th Zone,728,22092025,10:15:46,9th District 62 - Faisal,,,6547.49,1023.64,5523.85,8,CLSD
311837,Ph/better life faisal 6th Zone911,771,07092025,14:42:53,"192 Abbas st., near mosque, Faisal",,,5794.69,841.03,4953.66,7,
311838,PY/better life fasial,737,21092025,11:57:43,,,,1179.62,255.50,924.12,3,CLSD
311840,PY/E lBaraka Marg Mall,714,24092025,12:06:40,Faaisal 99 Autostrad st. square,,,2534.13,236.97,2297.16,7,
311843,El-ELITE HARAM Main Road,763,15-Sep-2025,17:00:59,Mustafa Nahhas 119 - Fiasal,Giza,Faisal,4711.88,1197.94,3513.94,8,
311845,el el nasr,749,11092025,08:24:59,Geish 235 - Faisal,,,9303.00,718.31,8584.69,12,CLSD
311847,el angell nozha-A,735,26092025,13:47:40,Gamet Dewal 164 - Faisal,,,6924.50,1252.98,5671.52,6,CLSD
311848,PH UNION WH-185,717,22092025,10:50:30,142 hospital faisal,,,1560.06,155.15,1404.91,4,CLSD
311849,PY/Union Phrm Zayed,781,16-Sep-2025,13:32:38,Faisal 57 Autostrad st. metro,,,4016.92,636.26,3380.66,9,CLSD
311850,PY/Mira (2)300,779,16092025,08:03:58,,,,4605.13,1156.17,3448.96,8,CLSD
311851,Heatlh Gate Zayed Mall,754,20092025,08:40:38,,Giza,Faisal,7418.28,960.56,6457.72,11,CLSD
311852,PY/Nile Care Faisal,713,21092025,13:37:52,,,,2936.92,524.59,2412.33,6,CLSD
311853,El-Pharma Plus Main Road,732,08092025,10:40:16,Tahrir 54 - Fiasal,Cairo,Nasr City,3128.39,645.77,2482.62,6,
311854,PH Union Pharm Faaisal 04171,749,14092025,11:07:15,"215 Sudan st., near market, Faisal",,,3003.68,304.00,2699.68,10,
311855,Ph/mira-A,724,07-Sep-2025,12:14:30,8 school Faissal,,,3809.94,381.07,3428.87,5,CLSD
311856,PH NILE CARE 04,771,07092025,14:32:29,34 school faisal,,,3874.74,537.13,3337.61,5,
311857,EL Family Faisal 04,718,24092025,15:21:09,,,,3845.27,558.04,3287.23,6,CLSD
311858,EL HOPE WH-195,700,16092025,12:29:00,,,,4306.23,418.68,3887.55,5,CLSD
311859,El-Hpoe,774,15092025,12:26:36,"84 Horreya st., near school, Faisal",,,1286.18,194.61,1091.57,5,CLSD
311860,El-Hope,771,18092025,14:38:02,,,,4225.41,542.02,3683.39,10,CLSD
311861,el Omega 6th Zone460,738,09092025,11:23:57,,,,5244.75,1199.46,4045.29,5,
311862,omega,733,07092025,13:40:39,Fisal 57 Mustafa Nahhas st. hospital,,,2682.17,420.66,2261.51,5,
311865,SALAMTEK FAISAL Mall,738,26092025,08:28:29,Salah Salem 35 - Fiasal,,,1472.34,354.22,1118.12,3,
311866,PY/El Shifa Helwan 6th Zone,748,28092025,12:38:56,"128 Tahrir st., near metro, FAISAL",Giza,Faisal,1131.19,101.01,1030.18,7,
311867,Ph/El Shifa Helwan-A,710,02092025,11:07:53,,Giza,Faisal,11164.24,2742.65,8421.59,15,
311869,El-Metro Oobur,762,12092025,08:50:10,"196 Geish st., near park, Faisal",,,4795.98,848.42,3947.56,6,
311871,EL nile care faisal,738,01092025,12:34:43,,,,1256.48,246.93,1009.55,3,
311872,Ph/ile care faisal Mall809,764,09092025,08:13:20,134 school Faissal,,,797.76,158.17,639.59,3,
311873,el Green Leaf Branch 1,780,28-Sep-2025,15:47:28,Nasr 29 - Faisal,,,1350.56,273.22,1077.34,3,
311874,GREEN LEAF br.2,703,13-Sep-2025,09:30:43,,,,1405.44,103.96,1301.48,5,
311875,Ph/Star Care Faisal Branch 1,708,15092025,11:37:39,,,,3039.83,745.86,2293.97,9,
311876,P HSilver Care Dokki,773,27092025,15:44:56,Autostrad 9 - FAISAL,,,7660.48,940.97,6719.51,9,CLSD
311877,SILVER CARE DOKKIS tation St.,766,15092025,15:16:23,Faisal 24 Abbas st. hospital,,,3517.20,1050.68,2466.52,3,CLSD
311878,CITY CARE REHAB VIEW (2),708,18092025,11:34:41,161 mosque Fasal,,,2453.32,505.86,1947.46,5,
311880,El-alpha pharma rehab view 011,762,19092025,15:25:01,Industrial Zone 202 - Faisal,,,1470.53,220.52,1250.01,4,
311881,PH ALPHA PHARMA REHAB VIEW Mall83,740,06092025,13:04:53,faisal 118 Salah Salem st. school,,,3855.78,887.70,2968.08,5,CLSD
311882,Ph/Nile Care Faisal-A,750,17092025,13:45:59,,,,4137.07,628.79,3508.28,11,
311885,PYY/Star Care-A183,713,07092025,09:29:49,,,,8540.46,1228.06,7312.40,13,CLSD
311886,el Star Care ranch 1,728,08092025,19:49:15,Faisal 55 9th District st. metro,Giza,Faisal,7744.58,1127.33,6617.25,8,CLSD
311887,Metro aFisal Mall,728,16092025,08:07:03,,,,3921.06,543.25,3377.81,4,
311888,Metro aFisal Mall,781,01092025,08:25:41,,,,3081.56,569.15,2512.41,2,
311890,metro faisal-A,755,08092025,15:09:43,,,,2953.46,314.82,2638.64,6,CLSD
311891,el Metro Faisal (2),773,15092025,09:39:41,194 bridge Faisal,,,1357.69,169.73,1187.96,5,CLSD
311892,Metro aFisal Mall,720,20092025,14:28:49,48 square Faiisal,,,3579.52,854.61,2724.91,5,
311894,BETTER LIFE FAISAL Branch 2,701,05092025,15:07:06,,,,2381.78,153.35,2228.43,5,
311895,PH ebn sina nozha Branch 2,714,07092025,15:04:41,62 mosque Faial,,,6244.72,560.64,5684.08,7,
311898,EL El Shifa-A,722,16-Sep-2025,12:06:20,,,,10973.92,1177.77,9796.15,15,CLSD
311899,EL El Shifa-A,723,23092025,11:54:24,Horreya 178 - faisal,,,3448.26,432.45,3015.81,7,CLSD
311900,Star Care Nozha Mall,772,18092025,10:18:03,,,,2488.20,385.58,2102.62,2,CLSD
311901,EL el nasr imbaba 6th Zone,723,02092025,16:14:57,8 market Faiisal,Cairo,Nasr City,8726.11,947.66,7778.45,12,CLSD
311902,PY/el nasr imbaba-A,723,05-Sep-2025,13:19:12,185 hospital Faaisal,,,3961.50,380.21,3581.29,6,
311904,PY/el nas imbaba-A,716,21092025,14:46:26,Autostrad 132 - Faisal,Giza,Mohandessin,3993.85,580.61,3413.24,8,
311906,SALAMTEK SQUARE-A372,758,06092025,08:43:05,,Cairo,Nasr City,3500.08,711.85,2788.23,8,CLSD
311908,El Zahraa Faisl-A,721,25-Sep-2025,11:58:34,,,,3827.01,376.88,3450.13,8,
311912,el City Care Faisal (2),707,21092025,14:52:50,143 gas station Faisal,,,7713.81,890.60,6823.21,9,CLSD
311913,PY/CITY CARE FAISAL (2),724,07092025,15:19:03,239 park Faisal,,,4080.98,511.55,3569.43,7,
311914,EL Sunrise,754,26092025,17:31:46,,,,3010.89,495.35,2515.54,5,
311915,PY/sunrise 011,717,16092025,15:00:08,,,,4097.40,512.38,3585.02,8,
311917,PH Sunrise,715,23-Sep-2025,11:04:32,143 metro Faisal,,,2737.17,247.38,2489.79,8,
311919,EL leite oct city,771,06092025,11:30:45,Fasial 41 Port Said st. square,,,3074.79,487.70,2587.09,5,CLSD
311920,EL elite oct city,737,09092025,13:23:08,,,,5513.74,1107.89,4405.85,10,CLSD
311921,Sunrise Agami 011,730,01-Sep-2025,08:00:23,,,,5886.46,1189.64,4696.82,9,CLSD
311923,el City Care Branch 1,704,28092025,14:34:43,Faisal 234 Autostrad st. mosque,,,4752.71,359.10,4393.61,9,CLSD
311925,PY/Seha First Faisal 011,717,26092025,16:46:54,Faisal 184 Gamet Dewal st. school,,,2315.25,316.18,1999.07,6,CLSD
311926,el ngel Branch 2,760,16092025,09:35:14,"159 Zayed st., near school, Faial",,,2592.58,466.88,2125.70,3,
311927,PYAngel,701,18092025,19:51:33,199 square faisal,Giza,Mohandessin,3108.10,430.41,2677.69,6,CLSD
311928,Misr317,733,12092025,08:35:21,,,,1027.03,169.78,857.25,4,CLSD
311929,El-Salamtek Smouha 011919,707,11092025,15:39:01,199 market FAISAL,Giza,Faisal,6116.87,785.20,5331.67,10,
311930,El-pharma plus reahb view (2),714,07092025,08:41:11,,,,16370.90,1777.92,14592.98,10,
311932,Blue Wave Station St.,758,11092025,08:15:21,Faisal 26 Industrial Zone st. metro,,,2102.71,382.60,1720.11,5,CLSD
311934,El-Golden Care Mall,736,21092025,16:25:30,,Cairo,Nasr City,1830.73,338.92,1491.81,5,
311935,PH Life Line Rehab View,778,13092025,16:44:42,"16 Nasr st., near gas station, Faial",,,1582.37,345.47,1236.90,3,
311936,PH Life Line Rehab View Mall,767,23092025,15:46:34,faisal 6 Nasr st. police st.,,,1915.17,224.43,1690.74,8,
311937,life line rehab view-A,752,28-Sep-2025,17:47:57,"97 9th District st., near mosque, Faiasl",,,10902.47,2615.80,8286.67,7,CLSD
311938,PH Life Lien Rehab View,722,27092025,08:54:51,,,,2995.07,380.66,2614.41,8,CLSD
311940,EL Pharma Plus Faisal Branch 1,741,05092025,14:54:02,Faisal 235 Horreya st. mosque,Giza,Faisal,3931.86,708.16,3223.70,6,CLSD
311941,PY/ANGL Branch 1,741,18092025,14:47:28,,,,9307.44,1522.67,7784.77,10,CLSD
311943,Silver Care Faisal,748,15092025,09:59:18,Faaisal 183 Nasr st. park,,,3094.03,302.12,2791.91,3,CLSD
311944,PY/silver care faisal 011,736,25092025,10:06:26,Salah Salem 91 - faisal,,,11350.97,2061.13,9289.84,12,CLSD
311945,PH Misr 011,707,27092025,10:19:20,141 metro FAISAL,,,3007.44,387.86,2619.58,3,CLSD
311946,Ph/imsr Main Road,761,28092025,14:06:52,Corniche 142 - FAISAL,,,2886.99,499.32,2387.67,6,CLSD
311947,el EL TOURATH FAISAL Branch 1,701,24092025,09:51:47,Horreya 230 - Faisal,,,4588.97,711.46,3877.51,6,CLSD
311949,PY/SEHA FIRST 101,732,04092025,08:49:39,Faisal 149 Industrial Zone st. metro,,,9827.52,2288.33,7539.19,11,CLSD
311950,el Hope Maadi 04,756,14092025,17:50:51,,,,2343.54,475.40,1868.14,4,
311951,PY/El Baraka Faisal br.2,706,28092025,09:29:52,,,,3031.72,717.58,2314.14,5,
311953,el El Tourath Rehab View 04,710,09092025,09:41:07,,,,2673.88,724.30,1949.58,4,
311955,El Tourath Rehab View,738,13092025,12:25:00,,,,6025.90,1445.55,4580.35,13,CLSD
311956,Ph/El Tourath Rhab View Mall,729,24092025,10:24:04,faisal 107 Sudan st. police st.,,,2357.10,431.58,1925.52,4,
311957,el Silver Caer Faisal Mall,750,19092025,15:42:25,183 mosque Faisal,,,9099.01,594.40,8504.61,8,
311958,EL SILVER CARE FAISAL,756,19092025,08:35:56,Horreya 144 - Faisal,,,5280.94,1192.71,4088.23,8,CLSD
311959,angel dokki Branch 1,751,27092025,08:51:24,,,,5064.95,1012.96,4051.99,8,CLSD
311960,EL SALAMTEK WH-297,753,03092025,15:41:16,,,,2441.34,548.33,1893.01,5,CLSD
311961,el SAALMTEK Branch 1,723,23092025,12:38:04,,Alexandria,Smouha,6984.70,720.92,6263.78,10,CLSD
311962,EL Salamtek Branch 1,774,06092025,14:36:22,,,,4834.78,545.84,4288.94,11,CLSD
311963,EL Seha First Faisal (2),748,02-Sep-2025,14:25:33,Faisal 211 Tahrir st. school,,,5012.65,428.03,4584.62,7,CLSD
311964,LIE LINE,752,28092025,20:13:52,Salah Salem 1 - Fasal,Giza,Mohandessin,2264.44,493.13,1771.31,5,
311966,Life Line (2),764,12092025,14:06:30,Faisal 224 Horreya st. school,,,2272.32,492.32,1780.00,3,
311969,EL Ebn Sina Branch 1,757,20092025,10:16:07,,,,2439.61,603.09,1836.52,6,
311970,Ebn Sna 04,764,06092025,10:09:08,,,,9524.04,2110.95,7413.09,15,
311971,Ph/el hokama dokki842,705,17092025,15:16:47,9th District 113 - faisal,,,1671.52,105.45,1566.07,4,CLSD
311972,El-el hokaam dokki (2),766,21-Sep-2025,12:36:22,,,,2566.60,667.74,1898.86,9,CLSD
311973,El-e lhokaam dokki (2),728,28092025,15:10:01,,,,2245.14,218.87,2026.27,3,CLSD
311975,PH Care 42 Seven Haram1148,738,05092025,11:14:30,,,,4698.20,971.51,3726.69,7,CLSD
311976,EL Green Leaf Branch 2,717,14092025,10:12:38,,,,1859.10,172.30,1686.80,4,
311977,Green Leaf 04,708,07092025,10:22:06,,,,3733.29,937.31,2795.98,8,
311980,Al Nozha Mani Road,751,16092025,10:11:22,,,,1446.34,325.02,1121.32,6,
311983,PH Al Nozha Faisal br.2754,754,06092025,16:39:27,Abbas 182 - faisal,,,4519.67,756.88,3762.79,4,CLSD
311984,EL METTRO,742,11092025,17:52:55,,,,1401.07,258.90,1142.17,5,
311986,metro515,724,21-Sep-2025,11:59:24,"11 Sudan st., near metro, Faisal",,,6836.12,816.44,6019.68,15,
311987,Ph/Golden Care Faisal,746,24092025,10:10:54,,,,1922.64,218.49,1704.15,6,
311988,el Golden Care aisal Mall,745,15092025,12:19:46,160 mosque Fisal,,,6174.74,808.54,5366.20,12,
311989,Golden Care FaisalS tation St.,778,28092025,15:31:38,,,,2696.74,444.07,2252.67,7,CLSD
311990,PH ANGEL Main Road,775,03092025,16:04:17,,Giza,Faisal,6110.47,1426.04,4684.43,8,
311993,OMEGA SHUBRA,772,11092025,14:19:46,,,,6963.61,1021.39,5942.22,9,
311997,el EL ZAHRAA NOZHA Main Road,765,02092025,08:58:48,FAISAL 187 Geish st. school,Giza,Mohandessin,8572.78,2266.66,6306.12,7,
311998,Ph/El Zahraa Nozha 011,704,25092025,17:28:12,84 school faisal,,,5011.76,566.52,4445.24,8,
312000,el HHEALTH GATE 04,725,18092025,11:38:12,FAISAL 120 9th District st. hospital,,,2956.22,728.69,2227.53,8,CLSD
312002,Dr Medhatt Main Road,751,14092025,14:56:17,,,,3113.21,778.64,2334.57,6,
312003,PH dr medhat 6th Zone242,756,10-Sep-2025,12:04:30,,,,12434.84,3058.99,9375.85,15,CLSD
312004,ANGEL FAISAL 04,755,21092025,16:54:30,,,,5959.37,851.08,5108.29,8,
312005,Ph/angel faisal 04,717,27092025,09:59:22,,Giza,Faisal,3160.38,389.69,2770.69,4,
312006,PY/city care faisal Station St.843,757,05092025,13:41:15,,,,1800.69,407.87,1392.82,3,
312007,City Care Faisal Mall353,740,04-Sep-2025,16:49:33,faisal 153 Port Said st. mosque,,,2663.55,564.50,2099.05,8,CLSD
312009,PY/Blue Wave Faisal (2),719,18092025,12:02:25,,,,4916.97,1142.21,3774.76,10,
312012,PY/LAPHA PHARMA DOKKI-A,753,12092025,13:22:30,FAISAL 32 Mustafa Nahhas st. market,,,9659.13,2169.75,7489.38,15,CLSD
312013,Ph/LA NOZHA,740,17092025,11:39:53,,,,5719.36,1166.58,4552.78,13,CLSD
312014,Star Care Faisal Branch 1,734,18092025,12:58:30,Fasial 214 Mustafa Nahhas st. police st.,,,6963.68,1033.66,5930.02,8,
312015,EL Hope Faisal 04,700,21092025,11:41:02,Industrial Zone 125 - Faisal,,,1298.44,159.90,1138.54,4,
312016,El-HOPE FAISAL,748,04092025,10:11:59,,Giza,Faisal,3005.01,303.75,2701.26,5,CLSD
312018,el HOPE FAISAL Branch 2,703,04092025,08:31:07,Faisal 177 Geish st. park,,,2209.88,242.50,1967.38,7,
312020,PH El Zahraa Station St.,782,18092025,14:03:38,,,,913.84,144.66,769.18,2,
312022,El Zahraa 04,709,09-Sep-2025,11:09:17,,,,3476.33,990.17,2486.16,5,CLSD
312024,El-Hope Dokki Main Road,742,13092025,11:34:56,Faiisal 71 Nasr st. metro,,,3002.66,641.36,2361.30,6,CLSD
312025,Hope Dokki BBranch 2,716,16092025,08:28:18,Horreya 104 - Fasial,,,2748.06,393.65,2354.41,3,
312026,PH SUNRISE,714,06092025,20:06:45,216 square Fasial,,,11550.78,989.27,10561.51,14,
312028,Family Oct City,741,18092025,12:28:15,,Giza,Faisal,7542.85,1559.56,5983.29,13,
312029,PY/STAR CARE rannch 2,777,06092025,12:31:14,,,,1564.23,368.24,1195.99,4,CLSD
312033,EL mira agami Branch 1,755,05092025,13:27:19,,,,1865.17,218.15,1647.02,7,
312034,El-MIRA AGGAMI (2),721,19092025,08:51:36,"100 Abbas st., near market, Fasal",,,3693.17,326.62,3366.55,6,
312035,Ph/family faisal  Station St.,735,28092025,13:21:36,FAISAL 182 Horreya st. gas station,,,816.80,98.27,718.53,3,
312037,FAMILY FAISAL Main Road,769,20092025,20:37:47,117 gas station Fasial,,,2583.48,525.00,2058.48,5,
312038,Ph/family faisal Station St.,710,16092025,13:50:11,,,,3687.80,869.81,2817.99,6,
312040,Ph/family faisal Station St.,775,23092025,16:39:43,,,,2499.56,694.90,1804.66,2,CLSD
312041,Ph/family faisal Station St.,760,18-Sep-2025,15:59:46,,Giza,Mohandessin,4481.44,896.48,3584.96,4,CLSD
312042,El-oHe75,750,28092025,11:41:45,172 hospital faisal,Giza,Faisal,4127.66,470.25,3657.41,7,
312043,Ph/HOPE 011257,739,03092025,11:49:24,,,,4516.91,911.18,3605.73,10,CLSD
312044,el Mira-A664,709,25092025,13:01:56,,,,1577.37,425.54,1151.83,5,CLSD
312046,PY/Mira,724,01092025,12:12:33,,,,5112.83,506.19,4606.64,7,
312048,Ph/seha first rehab view Main Road,745,10092025,13:49:20,Port Said 134 - Faisal,,,2613.86,310.50,2303.36,5,CLSD
312049,EBN SINA FAISAL,706,24092025,08:57:40,Faisal 142 Zayed st. bridge,,,1919.84,408.04,1511.80,4,
312050,EBN SINA FAISAL,762,11092025,16:16:13,Faisal 119 Geish st. metro,,,6540.26,1163.64,5376.62,15,CLSD
312052,PY/ebn sin faisal MainR oad,765,21092025,13:14:39,,,,5327.84,1306.56,4021.28,6,
312053,Ph/Al Nozha 6th Zone,713,10092025,08:13:05,,,,2050.75,343.03,1707.72,4,CLSD
312055,Elite Statio St.,745,17092025,13:13:05,122 mosque Faial,,,5774.66,587.22,5187.44,8,
312057,ENB SINA Mall,772,26092025,15:45:54,186 metro Faisal,,,1922.20,327.72,1594.48,3,
312058,Ph/ebn sina Main Road,754,25092025,12:47:00,"79 Gamet Dewal st., near mosque, Faiasl",,,5117.51,844.17,4273.34,5,
312059,el EL TOURATH FAISAL 011,713,15092025,13:21:55,,,,2694.91,419.62,2275.29,5,CLSD
312060,el tourath faisa lMain Road,745,12092025,12:25:36,Corniche 222 - Faiisal,,,1181.94,160.68,1021.26,4,
312061,EL Hope 6th Zone,742,03092025,10:56:05,9th District 118 - Faisal,,,3250.01,541.56,2708.45,4,
312062,El-Dr Medat Faisal Mall,778,09092025,08:21:00,,,,3131.91,561.31,2570.60,9,
312064,el El Baraka Dokki Branch 2,754,27-Sep-2025,09:47:17,Faisal 164 Geish st. bridge,,,6867.33,1000.93,5866.40,8,CLSD
312065,EL city care faisal 011,763,07092025,13:55:50,"128 Industrial Zone st., near hospital, Faisal",,,1405.56,360.86,1044.70,4,CLSD
312068,BLUE WAVE SMOUHA Branch 1,730,10092025,08:00:36,Faaisal 87 Faisal st. park,,,3179.12,707.98,2471.14,4,CLSD
312069,Blue Wave Smouha (2),751,11092025,16:21:34,"95 Gamet Dewal st., near metro, Faisal",,,2510.62,646.47,1864.15,2,CLSD
312071,ALPHA PHARMA507,773,21092025,10:35:26,,,,2803.89,384.98,2418.91,6,
312072,PY/ALPHA PHARMA-A,738,28092025,14:43:49,210 park FAISAL,,,3582.48,746.64,2835.84,9,CLSD
312073,Ph/Life Line-A,705,18092025,15:39:01,62 mosque FAISAL,,,4416.30,443.53,3972.77,8,
312074,EL life line Station St.,749,17092025,13:35:36,239 hospital faisal,,,3720.07,263.99,3456.08,4,CLSD
312075,EL AL NOZHA (2),774,13092025,13:53:52,Port Said 92 - Fasal,,,1457.28,153.89,1303.39,5,CLSD
312077,EL El Hokama Faisal Branch 2,768,21092025,11:54:09,"212 Faisal st., near metro, Fiasal",,,1255.69,217.41,1038.28,2,
312078,el el nasr-A,765,17092025,15:37:10,,,,3629.48,986.87,2642.61,11,CLSD
312079,PY/Health Gate 6th Zone,737,21092025,08:37:24,,Giza,Faisal,3539.29,705.88,2833.41,10,CLSD
312081,Nile Care-A,732,17-Sep-2025,09:56:38,,Giza,Faisal,5806.00,1290.87,4515.13,12,CLSD
312082,El-nile care Braanch 2,713,04092025,09:42:02,faisal 177 Sudan st. school,,,10776.36,1590.62,9185.74,15,
312084,PY/AngelFaisal Main Road,755,17092025,13:40:27,176 park Faisal,,,9691.20,1040.17,8651.03,10,
312085,ANGEL FAISAL-A,748,12092025,16:04:19,,,,4633.85,337.51,4296.34,4,
312088,El-Hope 04,736,09092025,10:34:38,96 school Faisal,Giza,Faisal,3058.89,544.63,2514.26,9,
312089,Ph/Family aisal Main Road,749,12092025,08:33:17,Faisal 24 Horreya st. metro,,,7015.20,573.97,6441.23,12,
312090,Ph/pharma plus,753,18092025,11:53:53,,Alexandria,Smouha,2202.82,528.67,1674.15,8,CLSD
312091,angel obour800,707,18092025,10:01:14,,Giza,Mohandessin,6854.98,628.05,6226.93,14,
312092,EL Angel Obour Branch 1,704,12092025,16:18:25,"169 Abbas st., near police st., Fiasal",,,6074.16,371.23,5702.93,2,CLSD
312093,DR MEDHAT MONTAZA Statiion St.,736,28092025,12:54:51,Mustafa Nahhas 223 - faisal,,,4996.90,854.33,4142.57,10,CLSD
312094,el DDr Medhat Montaza217,717,13092025,08:05:25,,,,8183.01,658.18,7524.83,8,
312095,EL dr medhat montaza 6t hZone779,757,23092025,13:04:00,,,,1190.49,278.47,912.02,3,
312096,EL GREEN LEAF SQUAE Main Road,780,05092025,13:05:47,Faisal 18 Sudan st. metro,,,2969.53,474.47,2495.06,8,CLSD
312099,PH El Zahraa Faisal 6h Zone,739,09-Sep-2025,08:24:42,Faiisal 174 Zayed st. gas station,,,1963.49,450.47,1513.02,4,CLSD
312101,El-FAMILY SHUBRA Mall,758,25092025,11:54:18,,,,2667.23,473.40,2193.83,6,
312102,El Hokama Faaisal (2),720,04092025,14:50:25,Haram 237 - Faisal,,,5404.35,1166.79,4237.56,7,
312104,el al amal faisal,729,25092025,10:18:07,,,,8319.59,1115.68,7203.91,15,
312106,EL Hope Faisal360,707,17-Sep-2025,15:49:32,Port Said 42 - Fisal,Cairo,Nasr City,7054.79,981.74,6073.05,5,
312109,el El Zahraa Faisal Main Road,782,25092025,10:45:39,,,,2158.91,382.57,1776.34,4,
312110,el Angel Nozha (2),730,02092025,13:00:00,,Alexandria,Smouha,2347.06,442.95,1904.11,7,
312111,El-Elite Station St.,721,27092025,10:17:12,93 bridge Faisal,,,3369.77,294.19,3075.58,4,CLSD
312112,el Elite Banch 1,740,03092025,14:29:28,46 gas station Faisal,,,2840.89,589.44,2251.45,3,
312113,el elite 04262,746,02-Sep-2025,14:25:04,Autostrad 220 - faisal,,,4106.42,585.55,3520.87,8,CLSD
312114,PY/Seha First-A,760,08092025,10:19:33,,Giza,Faisal,6122.36,1134.73,4987.63,10,
312117,Seha First Smouha 6th Zone,745,01092025,10:50:44,"204 Tahrir st., near market, Fasal",,,7568.57,969.89,6598.68,10,CLSD
312118,SEHA FIRST SMOUHA Main Road,744,22092025,14:17:05,187 hospital FAISAL,,,3476.80,234.26,3242.54,5,
312119,EL Salamtek Faisal br.2,707,07092025,14:21:00,"161 Horreya st., near mosque, Fisal",,,6868.91,889.95,5978.96,14,
312121,EL El Tourath Zayed,706,14-Sep-2025,16:59:15,"10 Tahrir st., near police st., Faaisal",,,5868.58,1231.98,4636.60,11,
312122,el EL TOURATH ZAYED 04,755,27092025,12:56:27,"231 Gamet Dewal st., near bridge, Faiisal",Giza,Faisal,2923.92,373.94,2549.98,4,
312123,el tourath zayed,772,01092025,08:26:33,,,,4712.05,594.07,4117.98,8,
312124,el nasr,736,18092025,13:56:26,,,,3095.22,680.80,2414.42,4,CLSD
312125,PY/El Nasr 6th ooZne,737,26092025,15:14:44,,,,7854.88,1833.55,6021.33,15,
312128,PH el shifa montaza-A,729,01092025,08:06:00,,,,4551.10,780.06,3771.04,4,CLSD
312129,PY/Union Pharm 011,777,21092025,14:13:34,24 market Faisal,,,9355.42,1606.48,7748.94,7,CLSD
312130,UnionP harm 6th Zone44,776,06-Sep-2025,08:58:03,Faiisal 48 9th District st. mosque,,,3568.03,605.77,2962.26,8,CLSD
312131,EBN SINA FAISAL-A212,715,13092025,12:11:28,,Giza,Faisal,2559.33,224.84,2334.49,4,CLSD
312132,Grenen Leaf 04,721,24092025,08:05:25,Faiisal 125 Geish st. metro,,,7181.71,726.81,6454.90,7,CLSD
312133,Ph/NILE CARE HELWAN,723,24092025,13:06:40,,,,7630.39,715.65,6914.74,6,
312135,EL LIFE LINE HELWAN 011,753,08092025,11:20:16,,,,6891.66,1634.88,5256.78,8,
312136,HEALTH GATE FAISAL-A,715,25092025,10:34:50,Autostrad 228 - Faisal,,,9537.06,1367.83,8169.23,12,
312137,El-UNION PHARM,742,22092025,14:16:11,Mustafa Nahhas 94 - Faisal,Giza,Faisal,5165.09,1213.51,3951.58,8,
312138,EL Union Pharm,736,24092025,16:04:03,"135 Tahrir st., near hospital, Faisal",,,5764.32,948.31,4816.01,8,
312139,El-UNION PHARM,728,01092025,10:19:06,,,,5992.01,1007.92,4984.09,9,CLSD
312140,Ph/EL TOURATH OCT CITY MainR oad,741,02092025,12:30:28,56 square MOHANDESSIN,,,1206.22,250.52,955.70,5,CLSD
312141,El-Seha First Mohandessin br.2,776,02092025,14:45:07,,,,3612.69,681.18,2931.51,7,
312142,Ph/Ebn Sina Branch 2,708,11-Sep-2025,08:48:28,226 bridge mohandessin,,,4359.81,1201.19,3158.62,10,
312145,SILVER CARE HRA (2),730,28092025,12:26:55,Gamet Dewal 221 - Mohandessin,Giza,Mohandessin,4007.50,842.02,3165.48,7,CLSD
312146,SILVER CARE HARAM Branch 2352,719,09092025,08:48:34,"149 Geish st., near square, Mohnadessin",,,2857.28,646.51,2210.77,7,
312147,SILVER CARE HARA (2),753,16092025,16:01:46,,,,3772.83,936.60,2836.23,6,
312149,alpha pharma Mall,738,14092025,12:16:06,Mohanedssin 177 Autostrad st. park,,,2406.52,559.59,1846.93,5,CLSD
312150,el alpha hparma,712,12-Sep-2025,13:48:40,82 police st. Mohandessin,,,2848.97,404.03,2444.94,6,
